This, line, contains, headers, and, can, be, ignored ,,,,,,
,,,,,FX_GBP,0,,,,,,parallel shift,0.017201
,,,,,FX_HKD,0,,,,,,parallel shift,0.016609
,,,,,FX_HUF,0,,,,,,parallel shift,-0.10824
,,,,,FX_INR,0,,,,,,parallel shift,-0.13079
,,,,,FX_JPY,0,,,,,,parallel shift,0.028088
,,,,,FX_KRW,0,,,,,,parallel shift,-0.048474
,,,,,FX_MXN,0,,,,,,parallel shift,-0.041542
,,,,,FX_MYR,0,,,,,,parallel shift,0.11595
,,,,,FX_NOK,0,,,,,,parallel shift,-0.098074
,,,,,FX_NZD,0,,,,,,parallel shift,0.075975
,,,,,FX_PEN,0,,,,,,parallel shift,0.019163
,,,,,FX_PLN,0,,,,,,parallel shift,-0.059195
,,,,,FX_RON,0,,,,,,parallel shift,-0.088666
,,,,,FX_RUB,0,,,,,,parallel shift,-0.12135
,,,,,FX_SEK,0,,,,,,parallel shift,0.056775
,,,,,FX_THB,0,,,,,,parallel shift,-0.017356
,,,,,FX_TRY,0,,,,,,parallel shift,0.0050015
,,,,,FX_TWD,0,,,,,,parallel shift,0.037738
,,,,,FX_USD,0,,,,,,parallel shift,0.074933
,,,,,FXIV_AUD,0,,,,,,parallel shift,-0.076672
,,,,,FXIV_BGN,0,,,,,,parallel shift,-0.5389
,,,,,FXIV_BRL,0,,,,,,parallel shift,-0.90794
,,,,,FXIV_CAD,0,,,,,,parallel shift,-0.31467
,,,,,FXIV_CHF,0,,,,,,parallel shift,0.018269
,,,,,FXIV_CLP,0,,,,,,parallel shift,-0.43527
,,,,,FXIV_CNY,0,,,,,,parallel shift,0.65171
,,,,,FXIV_COP,0,,,,,,parallel shift,0.24037
,,,,,FXIV_CZK,0,,,,,,parallel shift,0.56027
,,,,,FXIV_DKK,0,,,,,,parallel shift,-0.19314
,,,,,FXIV_GBP,0,,,,,,parallel shift,-0.78022
,,,,,FXIV_HKD,0,,,,,,parallel shift,-0.43414
,,,,,FXIV_HUF,0,,,,,,parallel shift,0.50942
,,,,,FXIV_INR,0,,,,,,parallel shift,0.5034
,,,,,FXIV_JPY,0,,,,,,parallel shift,0.80987
,,,,,FXIV_KRW,0,,,,,,parallel shift,-0.84611
,,,,,FXIV_MXN,0,,,,,,parallel shift,0.33972
,,,,,FXIV_MYR,0,,,,,,parallel shift,-0.25311
,,,,,FXIV_NOK,0,,,,,,parallel shift,0.071161
,,,,,FXIV_NZD,0,,,,,,parallel shift,0.052562
,,,,,FXIV_PEN,0,,,,,,parallel shift,0.17931
,,,,,FXIV_PLN,0,,,,,,parallel shift,-1.8391
,,,,,FXIV_RON,0,,,,,,parallel shift,-0.24085
,,,,,FXIV_RUB,0,,,,,,parallel shift,0.31317
,,,,,FXIV_SEK,0,,,,,,parallel shift,-0.34664
,,,,,FXIV_THB,0,,,,,,parallel shift,-0.87738
,,,,,FXIV_TRY,0,,,,,,parallel shift,0.38125
,,,,,FXIV_TWD,0,,,,,,parallel shift,0.12175
,,,,,FXIV_USD,0,,,,,,parallel shift,0.84251
,,,,,IR_AUDPC1,0,,,,,,parallel shift,-1.2251
,,,,,IR_AUDPC2,0,,,,,,parallel shift,-0.2965
,,,,,IR_AUDPC3,0,,,,,,parallel shift,-0.02451
,,,,,IR_AUDPC4,0,,,,,,parallel shift,0.11377
,,,,,IR_BGNPC1,0,,,,,,parallel shift,-2.0206
,,,,,IR_BGNPC2,0,,,,,,parallel shift,0.27446
,,,,,IR_BGNPC3,0,,,,,,parallel shift,1.4432
,,,,,IR_BGNPC4,0,,,,,,parallel shift,-0.28623
,,,,,IR_BRLPC1,0,,,,,,parallel shift,1.7486
,,,,,IR_BRLPC2,0,,,,,,parallel shift,-0.31997
,,,,,IR_BRLPC3,0,,,,,,parallel shift,0.003518
,,,,,IR_BRLPC4,0,,,,,,parallel shift,0.019782
,,,,,IR_CADPC1,0,,,,,,parallel shift,1.6996
,,,,,IR_CADPC2,0,,,,,,parallel shift,-0.66514
,,,,,IR_CADPC3,0,,,,,,parallel shift,-0.59432
,,,,,IR_CADPC4,0,,,,,,parallel shift,0.043218
,,,,,IR_CHFPC1,0,,,,,,parallel shift,0.75555
,,,,,IR_CHFPC2,0,,,,,,parallel shift,-0.38574
,,,,,IR_CHFPC3,0,,,,,,parallel shift,-0.41927
,,,,,IR_CHFPC4,0,,,,,,parallel shift,0.17204
,,,,,IR_CLPPC1,0,,,,,,parallel shift,-1.6252
,,,,,IR_CLPPC2,0,,,,,,parallel shift,0.98613
,,,,,IR_CLPPC3,0,,,,,,parallel shift,-0.33489
,,,,,IR_CLPPC4,0,,,,,,parallel shift,0.063155
,,,,,IR_CNYPC1,0,,,,,,parallel shift,2.3154
,,,,,IR_CNYPC2,0,,,,,,parallel shift,-0.90789
,,,,,IR_CNYPC3,0,,,,,,parallel shift,0.022404
,,,,,IR_CNYPC4,0,,,,,,parallel shift,0.054903
,,,,,IR_COPPC1,0,,,,,,parallel shift,-1.2844
,,,,,IR_COPPC2,0,,,,,,parallel shift,1.0038
,,,,,IR_COPPC3,0,,,,,,parallel shift,0.035397
,,,,,IR_COPPC4,0,,,,,,parallel shift,-0.072441
,,,,,IR_CZKPC1,0,,,,,,parallel shift,-0.38132
,,,,,IR_CZKPC2,0,,,,,,parallel shift,0.37479
,,,,,IR_CZKPC3,0,,,,,,parallel shift,0.25994
,,,,,IR_CZKPC4,0,,,,,,parallel shift,-0.10931
,,,,,IR_DKKPC1,0,,,,,,parallel shift,1.2564
,,,,,IR_DKKPC2,0,,,,,,parallel shift,-1.1119
,,,,,IR_DKKPC3,0,,,,,,parallel shift,0.29166
,,,,,IR_DKKPC4,0,,,,,,parallel shift,-0.062277
,,,,,IR_EURPC1,0,,,,,,parallel shift,-0.31111
,,,,,IR_EURPC2,0,,,,,,parallel shift,-1.1676
,,,,,IR_EURPC3,0,,,,,,parallel shift,0.022477
,,,,,IR_EURPC4,0,,,,,,parallel shift,0.099175
,,,,,IR_GBPPC1,0,,,,,,parallel shift,0.53858
,,,,,IR_GBPPC2,0,,,,,,parallel shift,-1.3249
,,,,,IR_GBPPC3,0,,,,,,parallel shift,-0.40994
,,,,,IR_GBPPC4,0,,,,,,parallel shift,-0.29631
,,,,,IR_HKDPC1,0,,,,,,parallel shift,0.5329
,,,,,IR_HKDPC2,0,,,,,,parallel shift,-0.94668
,,,,,IR_HKDPC3,0,,,,,,parallel shift,-0.040871
,,,,,IR_HKDPC4,0,,,,,,parallel shift,0.36214
,,,,,IR_HUFPC1,0,,,,,,parallel shift,0.52286
,,,,,IR_HUFPC2,0,,,,,,parallel shift,-0.56096
,,,,,IR_HUFPC3,0,,,,,,parallel shift,0.11203
,,,,,IR_HUFPC4,0,,,,,,parallel shift,-0.00057039
,,,,,IR_INRPC1,0,,,,,,parallel shift,1.2404
,,,,,IR_INRPC2,0,,,,,,parallel shift,-0.55694
,,,,,IR_INRPC3,0,,,,,,parallel shift,0.26742
,,,,,IR_INRPC4,0,,,,,,parallel shift,-0.26736
,,,,,IR_JPYPC1,0,,,,,,parallel shift,-4.2184
,,,,,IR_JPYPC2,0,,,,,,parallel shift,-0.95132
,,,,,IR_JPYPC3,0,,,,,,parallel shift,1.018
,,,,,IR_JPYPC4,0,,,,,,parallel shift,-0.038722
,,,,,IR_KRWPC1,0,,,,,,parallel shift,0.70687
,,,,,IR_KRWPC2,0,,,,,,parallel shift,0.63265
,,,,,IR_KRWPC3,0,,,,,,parallel shift,0.019799
,,,,,IR_KRWPC4,0,,,,,,parallel shift,-0.068339
,,,,,IR_MXNPC1,0,,,,,,parallel shift,1.1851
,,,,,IR_MXNPC2,0,,,,,,parallel shift,-0.26287
,,,,,IR_MXNPC3,0,,,,,,parallel shift,-0.45284
,,,,,IR_MXNPC4,0,,,,,,parallel shift,-0.034387
,,,,,IR_MYRPC1,0,,,,,,parallel shift,1.103
,,,,,IR_MYRPC2,0,,,,,,parallel shift,-0.56169
,,,,,IR_MYRPC3,0,,,,,,parallel shift,0.18587
,,,,,IR_MYRPC4,0,,,,,,parallel shift,0.001494
,,,,,IR_NOKPC1,0,,,,,,parallel shift,-1.0322
,,,,,IR_NOKPC2,0,,,,,,parallel shift,0.70727
,,,,,IR_NOKPC3,0,,,,,,parallel shift,-0.13389
,,,,,IR_NOKPC4,0,,,,,,parallel shift,-0.076317
,,,,,IR_NZDPC1,0,,,,,,parallel shift,0.90308
,,,,,IR_NZDPC2,0,,,,,,parallel shift,0.081651
,,,,,IR_NZDPC3,0,,,,,,parallel shift,0.047584
,,,,,IR_NZDPC4,0,,,,,,parallel shift,-0.052188
,,,,,IR_PENPC1,0,,,,,,parallel shift,-0.68558
,,,,,IR_PENPC2,0,,,,,,parallel shift,-0.77493
,,,,,IR_PENPC3,0,,,,,,parallel shift,-0.28673
,,,,,IR_PENPC4,0,,,,,,parallel shift,0.53349
,,,,,IR_PLNPC1,0,,,,,,parallel shift,-1.324
,,,,,IR_PLNPC2,0,,,,,,parallel shift,-0.88442
,,,,,IR_PLNPC3,0,,,,,,parallel shift,-0.035528
,,,,,IR_PLNPC4,0,,,,,,parallel shift,-0.033656
,,,,,IR_RONPC1,0,,,,,,parallel shift,2.2521
,,,,,IR_RONPC2,0,,,,,,parallel shift,-0.7154
,,,,,IR_RONPC3,0,,,,,,parallel shift,0.032162
,,,,,IR_RONPC4,0,,,,,,parallel shift,0.15052
,,,,,IR_RUBPC1,0,,,,,,parallel shift,-2.8608
,,,,,IR_RUBPC2,0,,,,,,parallel shift,-0.38539
,,,,,IR_RUBPC3,0,,,,,,parallel shift,0.44429
,,,,,IR_RUBPC4,0,,,,,,parallel shift,0.060723
,,,,,IR_SEKPC1,0,,,,,,parallel shift,-0.97669
,,,,,IR_SEKPC2,0,,,,,,parallel shift,0.20862
,,,,,IR_SEKPC3,0,,,,,,parallel shift,0.36806
,,,,,IR_SEKPC4,0,,,,,,parallel shift,-0.22135
,,,,,IR_THBPC1,0,,,,,,parallel shift,1.9299
,,,,,IR_THBPC2,0,,,,,,parallel shift,1.321
,,,,,IR_THBPC3,0,,,,,,parallel shift,-0.23212
,,,,,IR_THBPC4,0,,,,,,parallel shift,0.2858
,,,,,IR_TRYPC1,0,,,,,,parallel shift,1.5742
,,,,,IR_TRYPC2,0,,,,,,parallel shift,2.285
,,,,,IR_TRYPC3,0,,,,,,parallel shift,-0.31623
,,,,,IR_TRYPC4,0,,,,,,parallel shift,-0.049981
,,,,,IR_TWDPC1,0,,,,,,parallel shift,1.419
,,,,,IR_TWDPC2,0,,,,,,parallel shift,0.46962
,,,,,IR_TWDPC3,0,,,,,,parallel shift,-0.032317
,,,,,IR_TWDPC4,0,,,,,,parallel shift,0.059167
,,,,,IR_USDPC1,0,,,,,,parallel shift,1.4386
,,,,,IR_USDPC2,0,,,,,,parallel shift,0.36184
,,,,,IR_USDPC3,0,,,,,,parallel shift,-0.7271
,,,,,IR_USDPC4,0,,,,,,parallel shift,0.066061
,,,,,IRIV_AUD,0,,,,,,parallel shift,-0.16243
,,,,,IRIV_BGN,0,,,,,,parallel shift,-0.25109
,,,,,IRIV_BRL,0,,,,,,parallel shift,0.18255
,,,,,IRIV_CAD,0,,,,,,parallel shift,0.12254
,,,,,IRIV_CHF,0,,,,,,parallel shift,-0.55243
,,,,,IRIV_CLP,0,,,,,,parallel shift,-0.11395
,,,,,IRIV_CNY,0,,,,,,parallel shift,-0.37287
,,,,,IRIV_COP,0,,,,,,parallel shift,0.086979
,,,,,IRIV_CZK,0,,,,,,parallel shift,-0.19327
,,,,,IRIV_DKK,0,,,,,,parallel shift,0.13337
,,,,,IRIV_EUR,0,,,,,,parallel shift,0.4389
,,,,,IRIV_GBP,0,,,,,,parallel shift,-0.056884
,,,,,IRIV_HKD,0,,,,,,parallel shift,-0.27
,,,,,IRIV_HUF,0,,,,,,parallel shift,-0.15722
,,,,,IRIV_INR,0,,,,,,parallel shift,0.012988
,,,,,IRIV_JPY,0,,,,,,parallel shift,-0.0060955
,,,,,IRIV_KRW,0,,,,,,parallel shift,0.046459
,,,,,IRIV_MXN,0,,,,,,parallel shift,-0.1148
,,,,,IRIV_MYR,0,,,,,,parallel shift,-0.64499
,,,,,IRIV_NOK,0,,,,,,parallel shift,-0.077431
,,,,,IRIV_NZD,0,,,,,,parallel shift,0.063048
,,,,,IRIV_PEN,0,,,,,,parallel shift,-0.26603
,,,,,IRIV_PLN,0,,,,,,parallel shift,-0.25745
,,,,,IRIV_RON,0,,,,,,parallel shift,-0.15683
,,,,,IRIV_RUB,0,,,,,,parallel shift,-0.71278
,,,,,IRIV_SEK,0,,,,,,parallel shift,-0.14626
,,,,,IRIV_THB,0,,,,,,parallel shift,-0.54492
,,,,,IRIV_TRY,0,,,,,,parallel shift,-0.92398
,,,,,IRIV_TWD,0,,,,,,parallel shift,-0.36748
,,,,,IRIV_USD,0,,,,,,parallel shift,-0.12051
,,,,,BF_BCOPC3A2,0,,,,,,parallel shift,-0.39962
,,,,,BF_BCOPC3A8,0,,,,,,parallel shift,-0.4044
,,,,,BF_EUG4TR,0,,,,,,parallel shift,-0.099221
,,,,,BF_EURAGG_EUR_HEDG,0,,,,,,parallel shift,0.097966
,,,,,BF_EURAGG_EUR_UNHEDG,0,,,,,,parallel shift,-0.039825
,,,,,BF_GLOBCRED_AUD_HEDG,0,,,,,,parallel shift,-0.00023659
,,,,,BF_INGRASCLX,0,,,,,,parallel shift,0.21601
,,,,,BF_JGENVUEG,0,,,,,,parallel shift,-0.023027
,,,,,BF_JNEU1R3,0,,,,,,parallel shift,0.035159
,,,,,BF_KISKGA2Y,0,,,,,,parallel shift,0.012098
,,,,,BF_LVACLC,0,,,,,,parallel shift,-0.020931
,,,,,BF_LVACLG,0,,,,,,parallel shift,-0.01356
,,,,,BF_MAXIDX,0,,,,,,parallel shift,0.2823
,,,,,BF_MAXRMAX,0,,,,,,parallel shift,-0.031491
,,,,,BF_PANEURAGG_EUR_UNHEDG,0,,,,,,parallel shift,0.075951
,,,,,BF_PANEURHY_EUR_HEDG,0,,,,,,parallel shift,0.16405
,,,,,BF_PDGATR,0,,,,,,parallel shift,0.050281
,,,,,BF_SBJYL,0,,,,,,parallel shift,-0.0051786
,,,,,BF_SBWGNJYC,0,,,,,,parallel shift,0.090407
,,,,,BF_SBWGNJYU,0,,,,,,parallel shift,0.04931
,,,,,BF_SPCBCR,0,,,,,,parallel shift,-0.0043358
,,,,,BF_USAGG_USD_UNHEDG,0,,,,,,parallel shift,-0.052447
,,,,,BF_USCORPHY_EUR_HEDG,0,,,,,,parallel shift,0.20225
,,,,,BFIV_BCOPC3A2,0,,,,,,parallel shift,-0.28884
,,,,,BFIV_BCOPC3A8,0,,,,,,parallel shift,0.23399
,,,,,BFIV_EUG4TR,0,,,,,,parallel shift,-0.50283
,,,,,BFIV_EURAGG_EUR_HEDG,0,,,,,,parallel shift,-0.52396
,,,,,BFIV_EURAGG_EUR_UNHEDG,0,,,,,,parallel shift,0.50391
,,,,,BFIV_GLOBCRED_AUD_HEDG,0,,,,,,parallel shift,-0.64021
,,,,,BFIV_JGENVUEG,0,,,,,,parallel shift,-0.94036
,,,,,BFIV_JNEU1R3,0,,,,,,parallel shift,-0.37827
,,,,,BFIV_KISKGA2Y,0,,,,,,parallel shift,0.32323
,,,,,BFIV_LVACLC,0,,,,,,parallel shift,0.47194
,,,,,BFIV_LVACLG,0,,,,,,parallel shift,-0.37244
,,,,,BFIV_MAXIDX,0,,,,,,parallel shift,-0.21184
,,,,,BFIV_MAXRMAX,0,,,,,,parallel shift,0.021013
,,,,,BFIV_PANEURAGG_EUR_UNHEDG,0,,,,,,parallel shift,0.26962
,,,,,BFIV_PDGATR,0,,,,,,parallel shift,-0.11998
,,,,,BFIV_SBJYL,0,,,,,,parallel shift,-0.49131
,,,,,BFIV_SBWGNJYC,0,,,,,,parallel shift,-0.52962
,,,,,BFIV_SBWGNJYU,0,,,,,,parallel shift,-0.33409
,,,,,BFIV_SPCBCR,0,,,,,,parallel shift,-0.18487
,,,,,BFIV_USAGG_USD_UNHEDG,0,,,,,,parallel shift,-0.53979
,,,,,RE_BELGIUM,0,,,,,,parallel shift,-0.047654
,,,,,RE_CEE,0,,,,,,parallel shift,-0.19462
,,,,,RE_FRANCE,0,,,,,,parallel shift,-0.010156
,,,,,RE_GERMANY,0,,,,,,parallel shift,0.044036
,,,,,RE_ITALY,0,,,,,,parallel shift,0.019014
,,,,,RE_NETHERLANDS,0,,,,,,parallel shift,-0.035137
,,,,,RE_NORDICS,0,,,,,,parallel shift,0.12153
,,,,,RE_PORTUGAL,0,,,,,,parallel shift,-0.038782
,,,,,RE_SPAIN,0,,,,,,parallel shift,-0.20154
,,,,,RE_UK,0,,,,,,parallel shift,0.22957
,,,,,REIV_ELHK,0,,,,,,parallel shift,-2.46
,,,,,REIV_ELUK,0,,,,,,parallel shift,-1.5961
,,,,,REIV_EPGR,0,,,,,,parallel shift,0.44239
,,,,,REIV_EPNL,0,,,,,,parallel shift,1.3947
,,,,,REIV_RMS,0,,,,,,parallel shift,-2.4002
,,,,,INFRLZ_CZK,0,,,,,,parallel shift,-0.052407
,,,,,INFEXP_CZK,0,,,,,,parallel shift,-0.0097347
,,,,,INFRLZ_EUR,0,,,,,,parallel shift,-0.011498
,,,,,INFEXP_EUR,0,,,,,,parallel shift,0.010304
,,,,,INFRLZ_HUF,0,,,,,,parallel shift,0.028085
,,,,,INFEXP_HUF,0,,,,,,parallel shift,0.024753
,,,,,INFRLZ_KRW,0,,,,,,parallel shift,0.022827
,,,,,INFEXP_KRW,0,,,,,,parallel shift,0.017767
,,,,,INFRLZ_PLN,0,,,,,,parallel shift,0.013572
,,,,,INFEXP_PLN,0,,,,,,parallel shift,-0.027897
,,,,,INFRLZ_RON,0,,,,,,parallel shift,0.047799
,,,,,INFEXP_RON,0,,,,,,parallel shift,0.043126
,,,,,CS_EUROZONE_FINANCIALS,0,,,,,,parallel shift,0.94453
,,,,,CS_EUROZONE_NONFINANCIALS,0,,,,,,parallel shift,-1.4813
,,,,,CS_US_AND_REST_OF_WORLD,0,,,,,,parallel shift,-0.6492
,,,,,CS_ASIA,0,,,,,,parallel shift,1.8501
,,,,,CS_EUROZONE_NONDOMESTIC_SOVEREIGNS,0,,,,,,parallel shift,-0.67957
,,,,,CS_EUROZONE_STRUCTUREDCREDIT,0,,,,,,parallel shift,-0.69141
,,,,,ILP_EUR,0,,,,,,parallel shift,-0.0086615
,,,,,ILP_US,0,,,,,,parallel shift,0.018869
,,,,,ULP_JP,0,,,,,,parallel shift,0.00083816
,,,,,ILP_HK,0,,,,,,parallel shift,-0.016077
,,SSMC_10,1,,,,,,,,,,
,,,,,EQ_4GSPC,0,,,,,,parallel shift,0.59666
,,,,,EQ_AEX,0,,,,,,parallel shift,-0.054679
,,,,,EQ_AMX,0,,,,,,parallel shift,-0.04696
,,,,,EQ_ASCX,0,,,,,,parallel shift,0.16255
,,,,,EQ_BETFI,0,,,,,,parallel shift,0.14709
,,,,,EQ_BETI,0,,,,,,parallel shift,-0.57369
,,,,,EQ_BUX,0,,,,,,parallel shift,0.60341
,,,,,EQ_CEMU_USD,0,,,,,,parallel shift,-0.25436
,,,,,EQ_CIEU,0,,,,,,parallel shift,-0.1366
,,,,,EQ_CIJP_USD,0,,,,,,parallel shift,-0.2434
,,,,,EQ_CIKK_USD,0,,,,,,parallel shift,0.0909
,,,,,EQ_FTSE,0,,,,,,parallel shift,-0.034598
,,,,,EQ_HSI,0,,,,,,parallel shift,0.13057
,,,,,EQ_IBEX,0,,,,,,parallel shift,0.12094
,,,,,EQ_IXIC,0,,,,,,parallel shift,-0.17103
,,,,,EQ_KLSE,0,,,,,,parallel shift,0.38071
,,,,,EQ_KS11,0,,,,,,parallel shift,-0.40663
,,,,,EQ_MSCIWO,0,,,,,,parallel shift,-0.084315
,,,,,EQ_MSDUEAFE,0,,,,,,parallel shift,-0.17894
,,,,,EQ_MSEUEGF,0,,,,,,parallel shift,0.34909
,,,,,EQ_N100,0,,,,,,parallel shift,0.1258
,,,,,EQ_N225,0,,,,,,parallel shift,-0.24305
,,,,,EQ_NDX,0,,,,,,parallel shift,0.17084
,,,,,EQ_PX,0,,,,,,parallel shift,0.33536
,,,,,EQ_RUX,0,,,,,,parallel shift,0.28478
,,,,,EQ_SETI,0,,,,,,parallel shift,0.17867
,,,,,EQ_SPX,0,,,,,,parallel shift,-0.056908
,,,,,EQ_SSEC,0,,,,,,parallel shift,-0.17113
,,,,,EQ_STOXX50E,0,,,,,,parallel shift,-0.26817
,,,,,EQ_TOPX,0,,,,,,parallel shift,0.27987
,,,,,EQ_WIG,0,,,,,,parallel shift,-0.17629
,,,,,EQ_ASE,0,,,,,,parallel shift,0.45387
,,,,,EQ_CECEEUR,0,,,,,,parallel shift,0.39006
,,,,,EQ_EMUMIDCAP,0,,,,,,parallel shift,-0.065962
,,,,,EQ_FBM100,0,,,,,,parallel shift,-0.1337
,,,,,EQ_HFRXEW,0,,,,,,parallel shift,0.17063
,,,,,EQ_HFRXGLE,0,,,,,,parallel shift,-0.0028782
,,,,,EQ_MSDLWI,0,,,,,,parallel shift,0.57162
,,,,,EQ_MXEF,0,,,,,,parallel shift,-0.52776
,,,,,EQ_MXEU,0,,,,,,parallel shift,0.39524
,,,,,EQ_MXLA,0,,,,,,parallel shift,-0.10024
,,,,,EQ_MXME,0,,,,,,parallel shift,0.4068
,,,,,EQ_MXWO0IT,0,,,,,,parallel shift,-0.36565
,,,,,EQ_NIFTY,0,,,,,,parallel shift,-0.4461
,,,,,EQ_OPALPACX,0,,,,,,parallel shift,0.12879
,,,,,EQ_RAAX,0,,,,,,parallel shift,0.2154
,,,,,EQ_SPEURO,0,,,,,,parallel shift,-0.072251
,,,,,EQ_TPXDDVD,0,,,,,,parallel shift,-0.38333
,,,,,EQ_XU100,0,,,,,,parallel shift,-0.22961
,,,,,EQIV_4GSPC,0,,,,,,parallel shift,-0.52505
,,,,,EQIV_AEX,0,,,,,,parallel shift,-0.25606
,,,,,EQIV_BETFI,0,,,,,,parallel shift,0.79708
,,,,,EQIV_BETI,0,,,,,,parallel shift,-0.16405
,,,,,EQIV_BUX,0,,,,,,parallel shift,-0.73295
,,,,,EQIV_CEMU_USD,0,,,,,,parallel shift,0.4401
,,,,,EQIV_CIEU,0,,,,,,parallel shift,-0.68252
,,,,,EQIV_CIJP_USD,0,,,,,,parallel shift,0.43009
,,,,,EQIV_CIKK_USD,0,,,,,,parallel shift,-0.24192
,,,,,EQIV_FTSE,0,,,,,,parallel shift,-0.55987
,,,,,EQIV_HSI,0,,,,,,parallel shift,-0.77816
,,,,,EQIV_IBEX,0,,,,,,parallel shift,-0.41607
,,,,,EQIV_IXIC,0,,,,,,parallel shift,0.0037037
,,,,,EQIV_KLSE,0,,,,,,parallel shift,-0.13414
,,,,,EQIV_KS11,0,,,,,,parallel shift,0.37278
,,,,,EQIV_MSCIWO,0,,,,,,parallel shift,0.053249
,,,,,EQIV_MSDUEAFE,0,,,,,,parallel shift,0.37802
,,,,,EQIV_MSEUEGF,0,,,,,,parallel shift,-0.032236
,,,,,EQIV_N100,0,,,,,,parallel shift,0.054984
,,,,,EQIV_N225,0,,,,,,parallel shift,-0.22849
,,,,,EQIV_NDX,0,,,,,,parallel shift,-0.39919
,,,,,EQIV_PX,0,,,,,,parallel shift,-0.04927
,,,,,EQIV_RUX,0,,,,,,parallel shift,0.093068
,,,,,EQIV_SETI,0,,,,,,parallel shift,0.32704
,,,,,EQIV_SPX,0,,,,,,parallel shift,0.51658
,,,,,EQIV_SSEC,0,,,,,,parallel shift,-0.23688
,,,,,EQIV_STOXX50E,0,,,,,,parallel shift,0.22269
,,,,,EQIV_TOPX,0,,,,,,parallel shift,-0.27971
,,,,,EQIV_WIG,0,,,,,,parallel shift,0.18621
,,,,,EQIV_ASE,0,,,,,,parallel shift,1.0125
,,,,,EQIV_CECEEUR,0,,,,,,parallel shift,-0.071884
,,,,,EQIV_FBM100,0,,,,,,parallel shift,0.31369
,,,,,EQIV_HFRXGLE,0,,,,,,parallel shift,-0.16344
,,,,,EQIV_MSDLWI,0,,,,,,parallel shift,0.18344
,,,,,EQIV_MXEF,0,,,,,,parallel shift,-0.077184
,,,,,EQIV_MXEU,0,,,,,,parallel shift,-0.032343
,,,,,EQIV_MXLA,0,,,,,,parallel shift,0.12563
,,,,,EQIV_MXME,0,,,,,,parallel shift,-0.2879
,,,,,EQIV_MXWO0IT,0,,,,,,parallel shift,-0.34715
,,,,,EQIV_NIFTY,0,,,,,,parallel shift,-0.46246
,,,,,EQIV_OPALPACX,0,,,,,,parallel shift,-0.31389
,,,,,EQIV_RAAX,0,,,,,,parallel shift,-0.89877
,,,,,EQIV_SPEURO,0,,,,,,parallel shift,0.11691
,,,,,EQIV_TPXDDVD,0,,,,,,parallel shift,0.065289
,,,,,EQIV_XU100,0,,,,,,parallel shift,-0.16941
,,,,,FX_AUD,0,,,,,,parallel shift,0.21353
,,,,,FX_BGN,0,,,,,,parallel shift,-0.034404
,,,,,FX_BRL,0,,,,,,parallel shift,0.096213
,,,,,FX_CAD,0,,,,,,parallel shift,-0.04061
,,,,,FX_CHF,0,,,,,,parallel shift,-0.01458
,,,,,FX_CLP,0,,,,,,parallel shift,0.13081
,,,,,FX_CNY,0,,,,,,parallel shift,0.35375
,,,,,FX_COP,0,,,,,,parallel shift,-0.14016
,,,,,FX_CZK,0,,,,,,parallel shift,0.02133
,,,,,FX_DKK,0,,,,,,parallel shift,0.081647
,,,,,FX_GBP,0,,,,,,parallel shift,-0.090078
,,,,,FX_HKD,0,,,,,,parallel shift,0.25772
,,,,,FX_HUF,0,,,,,,parallel shift,-0.12099
,,,,,FX_INR,0,,,,,,parallel shift,0.13227
,,,,,FX_JPY,0,,,,,,parallel shift,-0.10348
,,,,,FX_KRW,0,,,,,,parallel shift,-0.00068227
,,,,,FX_MXN,0,,,,,,parallel shift,0.20529
,,,,,FX_MYR,0,,,,,,parallel shift,0.096128
,,,,,FX_NOK,0,,,,,,parallel shift,-0.0085215
,,,,,FX_NZD,0,,,,,,parallel shift,0.1148
,,,,,FX_PEN,0,,,,,,parallel shift,0.19476
,,,,,FX_PLN,0,,,,,,parallel shift,-0.17477
,,,,,FX_RON,0,,,,,,parallel shift,0.044169
,,,,,FX_RUB,0,,,,,,parallel shift,-0.091947
,,,,,FX_SEK,0,,,,,,parallel shift,0.0043544
,,,,,FX_THB,0,,,,,,parallel shift,0.13634
,,,,,FX_TRY,0,,,,,,parallel shift,-0.14487
,,,,,FX_TWD,0,,,,,,parallel shift,0.10499
,,,,,FX_USD,0,,,,,,parallel shift,0.022626
,,,,,FXIV_AUD,0,,,,,,parallel shift,-0.088687
,,,,,FXIV_BGN,0,,,,,,parallel shift,0.18311
,,,,,FXIV_BRL,0,,,,,,parallel shift,-0.13725
,,,,,FXIV_CAD,0,,,,,,parallel shift,-0.7045
,,,,,FXIV_CHF,0,,,,,,parallel shift,-0.042335
,,,,,FXIV_CLP,0,,,,,,parallel shift,-0.19731
,,,,,FXIV_CNY,0,,,,,,parallel shift,0.62091
,,,,,FXIV_COP,0,,,,,,parallel shift,0.21137
,,,,,FXIV_CZK,0,,,,,,parallel shift,-1.1035
,,,,,FXIV_DKK,0,,,,,,parallel shift,0.75004
,,,,,FXIV_GBP,0,,,,,,parallel shift,-0.34003
,,,,,FXIV_HKD,0,,,,,,parallel shift,0.14801
,,,,,FXIV_HUF,0,,,,,,parallel shift,0.78548
,,,,,FXIV_INR,0,,,,,,parallel shift,0.78796
,,,,,FXIV_JPY,0,,,,,,parallel shift,-1.3493
,,,,,FXIV_KRW,0,,,,,,parallel shift,0.49491
,,,,,FXIV_MXN,0,,,,,,parallel shift,0.11572
